,sending_celltype,receiving_celltype,interaction_score,ligand,receptor,interaction_name
3936,Ciliated cell_non_expanding,cancer_non_expanding,0.0004932474022890592,Nrg1,Erbb2,Nrg1::Erbb2
3937,cancer_expanding,Mesothelial_expanding,0.0004925736095029357,Col4a6,Itgb8,Col4a6::Itgb8
3938,Mac_expanding,cancer_non_expanding,0.0004923089796830413,Tnr,Itgav,Tnr::Itgav
3939,myCAF_non_expanding,myCAF_non_expanding,0.0004919044794665588,Lamc1,Itga1,Lamc1::Itga1
3940,cancer_expanding,cancer_non_expanding,0.0004918652886320288,Lamc2,Itgb1,Lamc2::Itgb1
3941,cancer_non_expanding,Mac_expanding,0.0004913297064409212,Lamc2,Itga7,Lamc2::Itga7
3942,iCAF_expanding,Ciliated cell_expanding,0.0004910251169601323,Col1a1,Itga11,Col1a1::Itga11
3943,Endothelial_expanding,iCAF_expanding,0.0004907138216706087,Col4a2,Itgb8,Col4a2::Itgb8
3944,iCAF_non_expanding,Mesothelial_non_expanding,0.0004902318930055377,Lama4,Itgb8,Lama4::Itgb8
3945,Mesothelial_non_expanding,Endothelial_expanding,0.0004899821118968911,Flrt2,Adgrl3,Flrt2::Adgrl3
3946,Mac_non_expanding,Pericyte_non_expanding,0.0004892643759687547,Vegfa,Flt1,Vegfa::Flt1
3947,Endothelial_non_expanding,cancer_expanding,0.0004891872905863654,Col4a1,Itgb1,Col4a1::Itgb1
3948,cancer_non_expanding,Mesothelial_non_expanding,0.0004890754236244268,Col4a5,Itgb8,Col4a5::Itgb8
3949,cancer_non_expanding,Alveolar Macrophage_expanding,0.000488672113867162,Lamb3,Cd44,Lamb3::Cd44
3950,myCAF_expanding,AT2_non_expanding,0.0004883082347647633,Postn,Itgav,Postn::Itgav
3951,AT2_expanding,myCAF_non_expanding,0.00048822309045833936,Col6a1,Itgav,Col6a1::Itgav
3952,cancer_expanding,AT2_expanding,0.00048779707002425494,Lamc1,Dag1,Lamc1::Dag1
3953,Mac_non_expanding,AT2_expanding,0.00048777722215897015,Lgals9,Bcr,Lgals9::Bcr
3954,Mac_non_expanding,AT2_non_expanding,0.00048770702457573325,Sema4a,Nrp1,Sema4a::Nrp1
3955,cancer_expanding,cancer_expanding,0.00048671743787172066,Col6a2,Itga3,Col6a2::Itga3
3956,Mac_expanding,Mac_expanding,0.00048667731714539776,Col4a3,Itgav,Col4a3::Itgav
3957,AT2_expanding,Mac_non_expanding,0.00048665501506829623,Gls,Grm3,Gls::Grm3
3958,Pericyte_expanding,cancer_non_expanding,0.0004865987967445966,Vwf,Itgav,Vwf::Itgav
3959,cancer_non_expanding,cancer_non_expanding,0.0004863679621436471,Lgals9,P4hb,Lgals9::P4hb
3960,Alveolar Macrophage_non_expanding,Alveolar Macrophage_non_expanding,0.00048518108507646004,Slc18a2,Htr2c,Slc18a2::Htr2c
3961,Mac_non_expanding,AT2_non_expanding,0.0004845614320684231,Col4a2,Sdc4,Col4a2::Sdc4
3962,AT2_non_expanding,AT2_non_expanding,0.000483992233912528,Inhbb,Acvr1b,Inhbb::Acvr1b
3963,cancer_expanding,cancer_non_expanding,0.00048371492421402573,Angpt2,Itgb1,Angpt2::Itgb1
3964,myCAF_non_expanding,myCAF_non_expanding,0.0004836321490983508,Tgfb2,Tgfbr1,Tgfb2::Tgfbr1
3965,AT2_non_expanding,iCAF_non_expanding,0.00048363046746090096,Pdgfa,Pdgfra,Pdgfa::Pdgfra
3966,iCAF_expanding,Mac_expanding,0.0004833294595617763,Igf1,Itgav,Igf1::Itgav
3967,myCAF_non_expanding,cancer_expanding,0.000483326876999739,Col6a3,Itga9,Col6a3::Itga9
3968,cancer_expanding,AT2_non_expanding,0.00048302293267230137,Cadm1,Nectin3,Cadm1::Nectin3
3969,AT2_non_expanding,cancer_expanding,0.0004827917279695308,Gls,Grik5,Gls::Grik5
3970,Mesothelial_non_expanding,Mac_expanding,0.00048231986109532735,Tgfb2,Tgfbr2,Tgfb2::Tgfbr2
3971,Mesothelial_non_expanding,Endothelial_expanding,0.00048219511802245437,Col1a2,Itga3,Col1a2::Itga3
3972,cancer_expanding,Mesothelial_expanding,0.00048203582958650395,Spp1,Itgb5,Spp1::Itgb5
3973,cancer_non_expanding,Mac_non_expanding,0.00048174501364412316,Lamb3,Cd44,Lamb3::Cd44
3974,cancer_expanding,AT2_non_expanding,0.00048143029744157986,Col4a4,Itgav,Col4a4::Itgav
3975,Mac_non_expanding,cancer_expanding,0.00048140723156293977,Lama3,Itga6,Lama3::Itga6
3976,cancer_non_expanding,Pericyte_expanding,0.0004811125125631303,Vegfa,Flt1,Vegfa::Flt1
3977,cancer_non_expanding,myCAF_non_expanding,0.00048084438123342294,Itgav,Adgre5,Itgav::Adgre5
3978,Mac_non_expanding,Mac_non_expanding,0.00048078303795424503,Sftpd,Adgre5,Sftpd::Adgre5
3979,cancer_expanding,AT2_expanding,0.0004807291622198819,Tgfb1,Tgfbr2,Tgfb1::Tgfbr2
3980,Mac_expanding,AT2_expanding,0.00048031015433033016,Col4a4,Sdc4,Col4a4::Sdc4
3981,cancer_expanding,AT2_non_expanding,0.000480196429851511,Thbs1,Cd36,Thbs1::Cd36
3982,Mac_non_expanding,cancer_expanding,0.0004799424277131644,Sema6d,Plxna1,Sema6d::Plxna1
3983,Mac_non_expanding,cancer_expanding,0.00047937394174548195,Col4a4,Itgb1,Col4a4::Itgb1
3984,cancer_expanding,cancer_expanding,0.00047924273735557683,Tnc,Itgb3,Tnc::Itgb3
3985,cancer_non_expanding,MonoMac_non_expanding,0.00047905343375086667,Sema3c,Nrp2,Sema3c::Nrp2
3986,cancer_expanding,iCAF_non_expanding,0.0004783458578337518,Angptl4,Cdh11,Angptl4::Cdh11
3987,AT2_non_expanding,cancer_expanding,0.00047809086256613806,Col4a2,Itga3,Col4a2::Itga3
3988,Mac_non_expanding,Mac_expanding,0.0004772710635209321,Col4a2,Sdc4,Col4a2::Sdc4
3989,Endothelial_non_expanding,cancer_non_expanding,0.0004768577801674601,Entpd1,Adora1,Entpd1::Adora1
3990,AT2_non_expanding,Mesothelial_expanding,0.00047673579556328197,Col4a3,Itgb8,Col4a3::Itgb8
3991,cancer_non_expanding,iCAF_non_expanding,0.0004766247713358765,Slc1a1,Gria3,Slc1a1::Gria3
3992,Alveolar Macrophage_expanding,cancer_expanding,0.00047646946785170717,Tg,Thra,Tg::Thra
3993,Mac_non_expanding,Mac_non_expanding,0.0004764374428701732,Col4a1,Itgav,Col4a1::Itgav
3994,iCAF_expanding,myCAF_expanding,0.00047608140577724476,Fgf10,Fgfr2,Fgf10::Fgfr2
3995,Pericyte_non_expanding,Mac_non_expanding,0.00047602699274813473,Vwf,Itgav,Vwf::Itgav
3996,MonoMac_non_expanding,Mesothelial_expanding,0.00047597110611799184,Slc6a6,Gabrb3,Slc6a6::Gabrb3
3997,Club cell_non_expanding,AT2_non_expanding,0.0004758287701836302,Slc1a1,Grm5,Slc1a1::Grm5
3998,cancer_expanding,cancer_non_expanding,0.00047580064283294596,Lamb3,Itga6,Lamb3::Itga6
3999,Mac_non_expanding,Pericyte_expanding,0.0004753057371292492,Col4a2,Itga1,Col4a2::Itga1
4000,cancer_expanding,Mac_non_expanding,0.0004752820394772769,Col4a5,Itga9,Col4a5::Itga9
4001,MonoMac_non_expanding,AT2_expanding,0.0004747017237527111,Slc29a3,Adora2b,Slc29a3::Adora2b
4002,AT2_expanding,Mac_expanding,0.00047463173758343556,Gls,Grm3,Gls::Grm3
4003,Mac_expanding,cancer_non_expanding,0.00047454251404091194,Sema4a,Plxna4,Sema4a::Plxna4
4004,cancer_expanding,Mac_expanding,0.0004742328307043294,Ccl25,Ccr9,Ccl25::Ccr9
4005,Endothelial_non_expanding,AT2_non_expanding,0.0004740373424075909,Inhbb,Acvr2a,Inhbb::Acvr2a
4006,Pericyte_expanding,cancer_expanding,0.0004738477320009803,Lama1,Itga6,Lama1::Itga6
4007,cancer_expanding,iCAF_expanding,0.00047365329037578525,Bmp7,Bmpr1a,Bmp7::Bmpr1a
4008,Mesothelial_non_expanding,Mac_expanding,0.0004732105802435676,Efna5,Epha4,Efna5::Epha4
4009,cancer_expanding,Mesothelial_non_expanding,0.00047303966433171396,Col4a5,Itgb8,Col4a5::Itgb8
4010,Mac_non_expanding,Mac_non_expanding,0.0004730105345424949,Lamc1,Itga2,Lamc1::Itga2
4011,cancer_expanding,cancer_expanding,0.0004721566513446777,Lpar1,Adgre5,Lpar1::Adgre5
4012,myCAF_expanding,Mac_expanding,0.00047201400867443333,Lama1,Itga9,Lama1::Itga9
4013,cancer_non_expanding,cancer_expanding,0.00047190373602608483,Col4a3,Sdc4,Col4a3::Sdc4
4014,AT2_expanding,myCAF_non_expanding,0.00047179174142779155,Lamc2,Itga1,Lamc2::Itga1
4015,cancer_non_expanding,Endothelial_non_expanding,0.0004717306408517561,Sema4a,Nrp1,Sema4a::Nrp1
4016,iCAF_expanding,cancer_expanding,0.0004716674467740389,Lamb1,Itga6,Lamb1::Itga6
4017,AT2_expanding,cancer_expanding,0.0004714912611044007,Lamc1,Itga6,Lamc1::Itga6
4018,AT2_expanding,cancer_non_expanding,0.00047091987678907275,Lamc2,Dag1,Lamc2::Dag1
4019,Mac_expanding,myCAF_expanding,0.00047087999886319637,Pdgfa,Pdgfrb,Pdgfa::Pdgfrb
4020,Mesothelial_non_expanding,Mesothelial_non_expanding,0.00047054961654760096,Col4a6,Itgb8,Col4a6::Itgb8
4021,cancer_expanding,Mac_non_expanding,0.00047044027729369704,Lamc2,Itgav,Lamc2::Itgav
4022,cancer_non_expanding,Mac_expanding,0.0004700482299431615,Col4a4,Itga9,Col4a4::Itga9
4023,AT2_non_expanding,cancer_non_expanding,0.0004699850847798395,Col4a4,Sdc1,Col4a4::Sdc1
4024,AT2_expanding,Ciliated cell_expanding,0.0004698977185205096,Gdnf,Gfra1,Gdnf::Gfra1
4025,cancer_expanding,cancer_expanding,0.0004696432107497196,Tnc,Itgav,Tnc::Itgav
4026,AT2_non_expanding,Mac_expanding,0.00046952907324562614,Gls,Grm3,Gls::Grm3
4027,Mac_non_expanding,cancer_non_expanding,0.00046894888159670553,Sftpd,Adgre5,Sftpd::Adgre5
4028,cancer_non_expanding,MonoMac_non_expanding,0.00046890341921801307,App,Cd74,App::Cd74
4029,Mesothelial_expanding,Mac_expanding,0.00046835865510304705,Tenm3,Adgrl2,Tenm3::Adgrl2
4030,myCAF_expanding,cancer_expanding,0.00046801960435647905,Col6a2,Itgb1,Col6a2::Itgb1
4031,Mac_expanding,cancer_non_expanding,0.0004679952290588282,Slc6a6,Gabbr1,Slc6a6::Gabbr1
4032,AT2_expanding,cancer_non_expanding,0.0004676553853982645,Sftpd,Adgre5,Sftpd::Adgre5
4033,cancer_non_expanding,Mac_non_expanding,0.00046749535411655575,Col4a2,Itgb1,Col4a2::Itgb1
4034,cancer_non_expanding,myCAF_expanding,0.0004672687611242716,Gls,Gria3,Gls::Gria3
4035,cancer_non_expanding,myCAF_non_expanding,0.00046723919552856815,Sema4a,Nrp1,Sema4a::Nrp1
4036,AT2_expanding,Mac_expanding,0.00046706338886219,Col4a1,Cd44,Col4a1::Cd44
